Origin,Dest,DepTime,Weather,Airline,Duration,Day,Delayed
DXB,HND,2,Storm,Air India,60,Monday,Yes
JFK,SIN,13,Clear,British Airways,120,Wednesday,No
DOH,DEL,22,Fog,Emirates,80,Wednesday,Yes
DXB,SIN,1,Clear,British Airways,30,Monday,Yes
LHR,CDG,1,Clear,Air India,50,Tuesday,Yes
DOH,HND,22,Storm,Emirates,140,Monday,Yes
JFK,SIN,14,Storm,Qatar Airways,40,Thursday,No
DXB,DEL,5,Clear,Emirates,120,Tuesday,Yes
LHR,SIN,0,Clear,British Airways,110,Friday,Yes
DXB,HND,2,Clear,Air India,70,Thursday,Yes
LHR,DEL,19,Storm,Emirates,130,Wednesday,No
JFK,SIN,15,Rain,Emirates,150,Monday,Yes
LHR,CDG,8,Clear,Emirates,50,Wednesday,No
JFK,SIN,10,Clear,Emirates,20,Saturday,No
DXB,HND,11,Storm,Air India,20,Friday,Yes
JFK,CDG,13,Clear,Qatar Airways,110,Sunday,Yes
DOH,CDG,4,Fog,British Airways,120,Saturday,Yes
DXB,HND,3,Clear,Qatar Airways,60,Sunday,Yes
DXB,SIN,3,Fog,British Airways,120,Monday,Yes
DOH,HND,21,Clear,British Airways,110,Friday,Yes
JFK,CDG,15,Clear,Emirates,90,Friday,No
JFK,DEL,2,Clear,Emirates,140,Thursday,Yes
DOH,DEL,21,Clear,British Airways,140,Sunday,Yes
JFK,HND,18,Clear,Qatar Airways,120,Friday,No
LHR,HND,13,Rain,British Airways,150,Tuesday,Yes
DXB,SIN,5,Fog,British Airways,90,Tuesday,Yes
DXB,HND,7,Clear,Qatar Airways,40,Sunday,No
JFK,DEL,2,Fog,Qatar Airways,40,Saturday,Yes
LHR,HND,21,Clear,Qatar Airways,80,Thursday,No
DOH,SIN,8,Clear,British Airways,100,Monday,No
JFK,CDG,14,Clear,British Airways,40,Thursday,No
LHR,HND,12,Fog,British Airways,50,Sunday,Yes
LHR,CDG,17,Clear,Air India,40,Friday,No
JFK,HND,8,Clear,Emirates,30,Monday,No
DXB,SIN,1,Clear,Emirates,70,Tuesday,Yes
LHR,HND,8,Fog,Emirates,150,Friday,No
DXB,DEL,5,Storm,Emirates,30,Thursday,Yes
LHR,DEL,22,Clear,British Airways,30,Monday,No
LHR,DEL,21,Rain,Qatar Airways,140,Thursday,Yes
DXB,DEL,8,Rain,Emirates,50,Monday,Yes
DXB,CDG,7,Storm,Qatar Airways,50,Thursday,Yes
LHR,CDG,6,Fog,Emirates,60,Tuesday,Yes
DOH,DEL,11,Rain,British Airways,120,Sunday,Yes
LHR,SIN,10,Clear,Qatar Airways,30,Friday,No
LHR,SIN,17,Fog,British Airways,140,Monday,Yes
JFK,DEL,6,Clear,Air India,80,Sunday,Yes
JFK,SIN,15,Clear,Air India,90,Thursday,No
DXB,SIN,1,Fog,British Airways,140,Friday,Yes
JFK,HND,13,Clear,British Airways,130,Friday,Yes
LHR,DEL,8,Fog,Emirates,80,Wednesday,Yes
LHR,DEL,16,Rain,Emirates,60,Saturday,Yes
DXB,SIN,13,Clear,Emirates,130,Saturday,No
LHR,DEL,13,Rain,Emirates,120,Friday,Yes
DXB,SIN,20,Clear,Air India,80,Sunday,Yes
LHR,DEL,12,Fog,Air India,40,Wednesday,Yes
LHR,SIN,16,Clear,Qatar Airways,50,Saturday,No
DOH,DEL,17,Clear,Qatar Airways,70,Monday,No
DXB,SIN,13,Fog,Air India,80,Tuesday,Yes
LHR,DEL,6,Rain,Qatar Airways,20,Saturday,Yes
LHR,SIN,15,Rain,Qatar Airways,80,Friday,Yes
JFK,SIN,5,Fog,Air India,70,Monday,Yes
DOH,DEL,6,Rain,Emirates,50,Thursday,Yes
DOH,SIN,17,Fog,British Airways,30,Monday,Yes
DXB,HND,20,Clear,Qatar Airways,120,Thursday,No
LHR,HND,21,Fog,British Airways,150,Saturday,Yes
LHR,CDG,5,Clear,Emirates,90,Saturday,Yes
DXB,SIN,10,Fog,Emirates,150,Monday,Yes
DXB,DEL,14,Storm,Air India,120,Tuesday,Yes
DXB,CDG,16,Storm,Emirates,50,Saturday,No
DXB,CDG,22,Rain,British Airways,70,Sunday,No
DOH,HND,6,Clear,Qatar Airways,50,Saturday,No
JFK,DEL,17,Rain,British Airways,150,Thursday,Yes
DOH,HND,10,Rain,British Airways,20,Thursday,No
JFK,HND,3,Rain,Air India,130,Tuesday,Yes
DXB,HND,11,Clear,Qatar Airways,90,Wednesday,No
JFK,HND,21,Clear,Emirates,90,Friday,Yes
DOH,SIN,7,Fog,British Airways,90,Tuesday,No
DXB,SIN,7,Rain,Emirates,130,Sunday,Yes
DOH,DEL,8,Clear,Air India,60,Saturday,No
DXB,SIN,6,Clear,Emirates,60,Thursday,No
JFK,SIN,13,Clear,British Airways,150,Wednesday,No
JFK,DEL,5,Clear,Emirates,110,Saturday,Yes
JFK,DEL,6,Rain,British Airways,100,Saturday,Yes
JFK,DEL,23,Rain,Qatar Airways,50,Monday,Yes
DXB,CDG,16,Clear,British Airways,140,Wednesday,No
LHR,DEL,14,Clear,British Airways,150,Tuesday,No
DXB,DEL,0,Rain,Air India,30,Thursday,Yes
DXB,SIN,3,Storm,Air India,110,Thursday,Yes
LHR,SIN,20,Clear,Emirates,20,Sunday,Yes
JFK,DEL,22,Clear,Emirates,90,Thursday,No
LHR,DEL,17,Rain,Air India,20,Monday,Yes
DXB,CDG,16,Clear,Emirates,60,Sunday,No
DXB,CDG,4,Fog,Emirates,150,Sunday,Yes
DXB,CDG,21,Clear,Qatar Airways,130,Thursday,No
DXB,SIN,7,Rain,Qatar Airways,50,Wednesday,Yes
LHR,SIN,0,Fog,Air India,70,Tuesday,Yes
JFK,DEL,22,Rain,Emirates,30,Sunday,Yes
JFK,HND,8,Fog,Air India,90,Tuesday,No
DOH,HND,1,Clear,Air India,50,Thursday,Yes
JFK,DEL,1,Clear,Emirates,70,Friday,Yes
DXB,DEL,23,Clear,British Airways,120,Thursday,No
DXB,CDG,3,Clear,Emirates,90,Saturday,Yes
DOH,HND,0,Fog,Emirates,100,Saturday,Yes
DXB,HND,8,Clear,British Airways,60,Saturday,No
LHR,SIN,6,Fog,Emirates,80,Thursday,Yes
DOH,DEL,14,Clear,Qatar Airways,70,Friday,Yes
DOH,DEL,16,Fog,Qatar Airways,50,Monday,Yes
LHR,SIN,21,Storm,Qatar Airways,50,Thursday,Yes
DXB,SIN,7,Clear,British Airways,150,Friday,No
LHR,HND,15,Clear,Emirates,50,Thursday,No
JFK,HND,18,Storm,Air India,110,Friday,Yes
JFK,SIN,5,Clear,Emirates,60,Tuesday,Yes
DXB,DEL,1,Clear,Air India,80,Friday,Yes
DXB,HND,7,Storm,British Airways,120,Monday,Yes
DXB,DEL,2,Rain,Air India,140,Friday,Yes
JFK,CDG,8,Storm,Emirates,110,Saturday,No
JFK,SIN,12,Clear,Air India,20,Monday,Yes
JFK,HND,21,Clear,Qatar Airways,150,Sunday,No
DXB,SIN,19,Clear,Qatar Airways,130,Sunday,No
LHR,CDG,23,Clear,Air India,120,Sunday,Yes
LHR,SIN,13,Fog,Emirates,60,Saturday,Yes
LHR,DEL,0,Clear,Air India,120,Thursday,Yes
DOH,DEL,2,Clear,Air India,30,Saturday,Yes
DXB,HND,23,Fog,British Airways,90,Friday,Yes
LHR,CDG,13,Clear,Qatar Airways,20,Tuesday,No
DXB,DEL,18,Rain,Qatar Airways,120,Tuesday,Yes
DXB,HND,9,Clear,Qatar Airways,70,Sunday,No
DOH,DEL,9,Fog,Emirates,90,Friday,Yes
DOH,CDG,13,Clear,Emirates,110,Friday,Yes
LHR,CDG,16,Storm,Emirates,120,Sunday,Yes
JFK,DEL,13,Rain,British Airways,150,Monday,No
DXB,DEL,13,Clear,Qatar Airways,130,Sunday,Yes
JFK,SIN,23,Rain,British Airways,80,Wednesday,Yes
DOH,HND,15,Fog,British Airways,100,Friday,Yes
JFK,DEL,17,Fog,Emirates,80,Friday,Yes
JFK,SIN,16,Clear,Emirates,120,Wednesday,No
LHR,DEL,14,Clear,Qatar Airways,40,Thursday,No
LHR,DEL,12,Fog,Emirates,130,Monday,No
LHR,CDG,19,Fog,Emirates,100,Sunday,Yes
LHR,HND,13,Fog,Air India,70,Sunday,Yes
DOH,HND,15,Fog,British Airways,130,Thursday,No
DOH,SIN,21,Rain,Qatar Airways,140,Tuesday,Yes
JFK,DEL,20,Rain,Emirates,90,Friday,Yes
JFK,DEL,10,Clear,Emirates,120,Thursday,No
LHR,HND,18,Storm,Qatar Airways,60,Thursday,Yes
JFK,SIN,7,Rain,Qatar Airways,110,Tuesday,Yes
DOH,SIN,2,Rain,Air India,110,Tuesday,Yes
LHR,CDG,3,Fog,Air India,90,Tuesday,Yes
DOH,DEL,9,Clear,Qatar Airways,100,Thursday,No
DXB,DEL,9,Clear,Air India,110,Wednesday,No
DXB,HND,18,Storm,Air India,100,Monday,Yes
DXB,SIN,3,Clear,Air India,30,Monday,Yes
DXB,CDG,8,Rain,Qatar Airways,70,Thursday,Yes
DXB,SIN,12,Clear,British Airways,20,Wednesday,No
JFK,HND,23,Fog,Qatar Airways,140,Wednesday,Yes
LHR,DEL,6,Fog,Air India,40,Wednesday,Yes
DXB,CDG,1,Clear,Emirates,60,Friday,Yes
DXB,SIN,9,Clear,Qatar Airways,100,Saturday,No
DXB,CDG,22,Rain,Air India,70,Tuesday,No
DOH,SIN,8,Rain,Qatar Airways,100,Thursday,Yes
DXB,CDG,22,Rain,Emirates,20,Friday,No
JFK,DEL,11,Clear,British Airways,130,Sunday,Yes
JFK,HND,21,Clear,British Airways,110,Monday,No
DXB,HND,22,Clear,British Airways,130,Thursday,No
DXB,DEL,1,Rain,Emirates,130,Monday,Yes
JFK,DEL,15,Fog,British Airways,150,Tuesday,Yes
DOH,CDG,7,Storm,Air India,120,Sunday,Yes
LHR,SIN,12,Rain,Qatar Airways,120,Wednesday,No
DXB,DEL,16,Fog,British Airways,40,Sunday,No
DOH,HND,8,Fog,Air India,30,Saturday,Yes
LHR,DEL,2,Clear,Air India,110,Monday,Yes
DOH,DEL,0,Clear,Qatar Airways,50,Sunday,Yes
JFK,CDG,2,Clear,British Airways,120,Wednesday,Yes
LHR,SIN,0,Clear,Emirates,70,Friday,Yes
JFK,HND,16,Storm,Qatar Airways,30,Thursday,No
JFK,DEL,3,Fog,Qatar Airways,100,Sunday,Yes
JFK,CDG,18,Fog,Air India,140,Thursday,Yes
DXB,CDG,20,Clear,British Airways,90,Friday,No
DXB,HND,1,Storm,Qatar Airways,50,Thursday,Yes
JFK,HND,9,Clear,Emirates,60,Monday,No
JFK,HND,1,Clear,Emirates,90,Tuesday,Yes
JFK,DEL,6,Storm,Qatar Airways,130,Monday,Yes
DXB,DEL,13,Rain,Qatar Airways,120,Tuesday,Yes
JFK,DEL,3,Storm,British Airways,120,Monday,Yes
JFK,HND,22,Clear,Qatar Airways,120,Thursday,No
LHR,DEL,8,Rain,Emirates,20,Wednesday,Yes
DXB,SIN,9,Clear,Qatar Airways,150,Friday,No
JFK,SIN,12,Clear,British Airways,30,Friday,Yes
DOH,CDG,17,Rain,Emirates,100,Wednesday,Yes
LHR,DEL,21,Rain,Air India,30,Monday,Yes
JFK,HND,12,Clear,Qatar Airways,30,Monday,No
DXB,DEL,13,Clear,British Airways,20,Monday,No
LHR,HND,19,Clear,Qatar Airways,90,Thursday,No
DXB,CDG,3,Clear,British Airways,40,Friday,Yes
LHR,SIN,16,Fog,Qatar Airways,20,Friday,Yes
JFK,HND,0,Clear,Qatar Airways,50,Sunday,Yes
DOH,CDG,9,Clear,Air India,120,Friday,Yes
LHR,SIN,11,Fog,Qatar Airways,110,Monday,Yes
DXB,CDG,12,Clear,Emirates,140,Wednesday,No
JFK,SIN,7,Clear,Air India,60,Thursday,Yes
DXB,CDG,1,Fog,British Airways,60,Sunday,Yes
DXB,DEL,21,Rain,Emirates,110,Monday,No
LHR,DEL,0,Clear,Emirates,100,Sunday,Yes
DOH,CDG,20,Storm,Emirates,30,Sunday,Yes
LHR,SIN,10,Rain,British Airways,140,Wednesday,No
DOH,SIN,22,Clear,Qatar Airways,60,Wednesday,No
JFK,HND,22,Clear,Qatar Airways,130,Tuesday,No
DXB,CDG,15,Rain,Air India,80,Tuesday,Yes
DOH,SIN,8,Clear,Air India,80,Friday,Yes
JFK,SIN,6,Rain,Air India,50,Thursday,Yes
DXB,DEL,10,Clear,Air India,100,Saturday,No
JFK,CDG,23,Clear,Air India,40,Thursday,No
LHR,DEL,9,Fog,British Airways,20,Tuesday,Yes
DOH,HND,13,Fog,British Airways,120,Wednesday,Yes
LHR,DEL,5,Clear,Qatar Airways,100,Friday,Yes
JFK,DEL,13,Clear,British Airways,20,Sunday,Yes
JFK,DEL,15,Clear,British Airways,40,Wednesday,No
DXB,CDG,6,Storm,Emirates,20,Tuesday,No
JFK,SIN,14,Rain,Air India,120,Sunday,Yes
DOH,DEL,21,Rain,Emirates,100,Saturday,Yes
DOH,HND,1,Clear,Qatar Airways,60,Saturday,Yes
DOH,SIN,10,Rain,Emirates,140,Thursday,No
DOH,DEL,16,Rain,British Airways,90,Friday,Yes
JFK,DEL,14,Clear,Air India,100,Thursday,No
DXB,SIN,3,Clear,Air India,130,Saturday,Yes
JFK,HND,19,Clear,Air India,80,Saturday,Yes
JFK,CDG,14,Storm,Air India,30,Friday,Yes
DXB,SIN,2,Storm,Emirates,140,Friday,Yes
LHR,HND,18,Clear,Emirates,100,Tuesday,No
JFK,CDG,23,Fog,Qatar Airways,50,Monday,No
DOH,HND,8,Clear,Emirates,60,Tuesday,No
JFK,DEL,3,Fog,Air India,120,Tuesday,Yes
JFK,HND,8,Rain,Air India,150,Wednesday,Yes
DOH,HND,20,Fog,Qatar Airways,70,Sunday,Yes
DXB,CDG,13,Clear,Emirates,120,Thursday,No
LHR,CDG,8,Clear,British Airways,140,Sunday,No
JFK,DEL,20,Fog,Emirates,30,Wednesday,Yes
JFK,DEL,14,Fog,Emirates,110,Sunday,Yes
JFK,HND,14,Rain,Emirates,20,Saturday,Yes
DXB,SIN,1,Fog,Emirates,120,Friday,Yes
LHR,DEL,19,Clear,Emirates,20,Monday,No
JFK,SIN,19,Storm,Emirates,50,Tuesday,Yes
JFK,DEL,20,Fog,Qatar Airways,70,Sunday,Yes
DXB,SIN,22,Clear,Air India,140,Tuesday,Yes
DOH,DEL,9,Clear,Emirates,60,Thursday,No
JFK,HND,12,Clear,British Airways,30,Tuesday,No
LHR,CDG,4,Clear,British Airways,80,Saturday,Yes
LHR,HND,17,Clear,Emirates,60,Monday,No
DXB,DEL,2,Clear,Emirates,40,Saturday,Yes
DXB,SIN,9,Fog,Qatar Airways,70,Tuesday,No
DXB,SIN,5,Storm,Emirates,20,Sunday,Yes
JFK,CDG,21,Rain,Emirates,60,Friday,Yes
JFK,SIN,13,Rain,British Airways,110,Thursday,Yes
DXB,DEL,14,Rain,Emirates,90,Friday,Yes
LHR,SIN,8,Rain,Emirates,140,Sunday,Yes
LHR,DEL,14,Clear,Qatar Airways,60,Sunday,Yes
JFK,DEL,1,Fog,British Airways,20,Sunday,Yes
JFK,SIN,21,Clear,Qatar Airways,150,Wednesday,No
DXB,SIN,12,Fog,Emirates,150,Monday,Yes
DXB,SIN,12,Rain,British Airways,80,Tuesday,Yes
DXB,SIN,9,Fog,Air India,50,Tuesday,Yes
LHR,HND,14,Clear,British Airways,150,Friday,Yes
DXB,DEL,21,Clear,Qatar Airways,30,Saturday,No
DXB,DEL,4,Clear,Air India,80,Monday,Yes
JFK,HND,11,Rain,British Airways,20,Wednesday,Yes
LHR,DEL,12,Rain,Air India,30,Friday,Yes
DXB,DEL,19,Clear,British Airways,130,Sunday,No
JFK,HND,17,Storm,Air India,70,Friday,Yes
LHR,CDG,19,Clear,Qatar Airways,90,Monday,No
LHR,SIN,23,Clear,Air India,150,Thursday,No
JFK,DEL,0,Fog,British Airways,110,Monday,Yes
DOH,HND,10,Fog,Emirates,140,Monday,No
DXB,SIN,22,Clear,Emirates,80,Saturday,No
DXB,CDG,8,Fog,British Airways,110,Sunday,Yes
DOH,CDG,14,Fog,Qatar Airways,140,Sunday,Yes
DXB,CDG,17,Rain,Emirates,150,Tuesday,Yes
DXB,SIN,3,Storm,Emirates,20,Thursday,Yes
DOH,SIN,13,Clear,Qatar Airways,80,Thursday,No
DOH,SIN,5,Clear,British Airways,130,Friday,Yes
DOH,DEL,7,Fog,British Airways,80,Thursday,No
JFK,SIN,14,Clear,Air India,90,Friday,Yes
DOH,CDG,9,Storm,Air India,50,Sunday,Yes
DXB,SIN,20,Storm,Air India,100,Monday,Yes
DOH,DEL,19,Storm,Air India,90,Wednesday,Yes
DOH,CDG,17,Clear,Air India,140,Sunday,Yes
DXB,DEL,16,Rain,Air India,20,Sunday,Yes
DOH,CDG,1,Clear,Emirates,90,Sunday,Yes
LHR,CDG,4,Fog,Qatar Airways,20,Monday,Yes
DXB,CDG,22,Fog,Air India,120,Wednesday,Yes
LHR,SIN,12,Clear,Qatar Airways,70,Sunday,No
JFK,SIN,23,Clear,Emirates,30,Monday,No
LHR,HND,9,Clear,British Airways,20,Sunday,Yes
JFK,HND,16,Fog,Qatar Airways,50,Monday,Yes
DXB,CDG,17,Clear,Air India,60,Thursday,Yes
DXB,HND,19,Fog,Emirates,50,Sunday,Yes
DOH,SIN,17,Fog,British Airways,120,Sunday,No
DOH,HND,7,Fog,British Airways,30,Sunday,Yes
JFK,SIN,9,Clear,Air India,110,Thursday,Yes
JFK,DEL,14,Clear,Qatar Airways,80,Sunday,Yes
LHR,DEL,21,Clear,Emirates,150,Saturday,No
JFK,SIN,8,Rain,British Airways,30,Wednesday,Yes
LHR,CDG,10,Clear,Qatar Airways,120,Tuesday,No
DXB,HND,20,Fog,Emirates,130,Friday,Yes
LHR,HND,11,Clear,Emirates,150,Sunday,No
DXB,HND,19,Clear,British Airways,130,Sunday,No
DXB,SIN,21,Storm,Air India,40,Thursday,Yes
LHR,SIN,5,Rain,British Airways,20,Monday,Yes
DOH,HND,0,Clear,British Airways,30,Saturday,Yes
DOH,CDG,12,Clear,Air India,120,Sunday,Yes
DXB,CDG,4,Fog,Emirates,110,Saturday,Yes
DXB,SIN,21,Storm,Emirates,20,Wednesday,Yes
LHR,DEL,5,Clear,British Airways,150,Sunday,Yes
DOH,HND,15,Clear,Emirates,90,Sunday,No
LHR,HND,14,Clear,Emirates,150,Monday,No
DOH,HND,3,Storm,British Airways,130,Friday,Yes
DOH,SIN,19,Clear,Emirates,110,Sunday,Yes
LHR,SIN,1,Rain,British Airways,80,Tuesday,Yes
LHR,CDG,21,Rain,Emirates,50,Thursday,No
LHR,HND,7,Fog,British Airways,70,Friday,Yes
LHR,SIN,10,Fog,Qatar Airways,120,Tuesday,Yes
LHR,CDG,9,Clear,Emirates,80,Monday,No
JFK,HND,7,Fog,British Airways,90,Wednesday,No
DXB,CDG,3,Fog,Air India,20,Thursday,Yes
LHR,SIN,0,Rain,Qatar Airways,100,Tuesday,Yes
LHR,SIN,16,Clear,Qatar Airways,110,Monday,No
JFK,DEL,19,Clear,British Airways,140,Wednesday,No
DOH,CDG,12,Clear,Emirates,150,Friday,No
DXB,DEL,10,Clear,Emirates,80,Thursday,No
JFK,CDG,9,Storm,British Airways,100,Wednesday,No
DOH,CDG,11,Clear,Emirates,80,Sunday,Yes
JFK,CDG,12,Fog,Air India,140,Friday,Yes
JFK,CDG,21,Fog,Qatar Airways,50,Sunday,Yes
LHR,CDG,5,Clear,Air India,120,Friday,Yes
DOH,DEL,19,Fog,Air India,50,Sunday,Yes
LHR,CDG,21,Clear,Qatar Airways,130,Friday,Yes
DXB,DEL,2,Clear,British Airways,120,Tuesday,Yes
DOH,DEL,8,Clear,Air India,110,Tuesday,Yes
LHR,CDG,1,Fog,Qatar Airways,110,Saturday,Yes
DXB,HND,12,Fog,Air India,100,Wednesday,Yes
DXB,CDG,7,Clear,British Airways,50,Sunday,No
JFK,HND,0,Rain,Air India,120,Thursday,Yes
JFK,CDG,14,Storm,Qatar Airways,40,Friday,Yes
DXB,CDG,13,Fog,British Airways,110,Saturday,No
LHR,CDG,23,Clear,British Airways,80,Sunday,Yes
LHR,HND,6,Clear,British Airways,130,Saturday,No
DOH,SIN,23,Clear,Air India,30,Tuesday,Yes
JFK,HND,14,Clear,Air India,150,Thursday,Yes
JFK,DEL,1,Clear,Air India,50,Monday,Yes
JFK,SIN,9,Fog,Qatar Airways,20,Friday,Yes
DXB,DEL,15,Clear,Emirates,140,Tuesday,No
DXB,HND,18,Clear,British Airways,80,Friday,No
JFK,DEL,23,Rain,British Airways,150,Thursday,Yes
DOH,SIN,13,Clear,Qatar Airways,60,Friday,Yes
DXB,CDG,18,Storm,Qatar Airways,70,Saturday,Yes
DOH,DEL,1,Clear,Qatar Airways,150,Tuesday,Yes
DXB,CDG,20,Storm,Qatar Airways,80,Sunday,Yes
LHR,CDG,14,Fog,Air India,60,Saturday,Yes
DXB,SIN,6,Fog,Qatar Airways,90,Saturday,Yes
LHR,DEL,16,Clear,Qatar Airways,100,Monday,No
LHR,CDG,20,Clear,Air India,120,Monday,No
DXB,DEL,6,Fog,Emirates,110,Tuesday,Yes
DOH,DEL,0,Storm,British Airways,100,Monday,Yes
JFK,DEL,22,Clear,British Airways,50,Tuesday,No
DOH,DEL,15,Fog,Air India,50,Friday,No
DOH,DEL,23,Rain,Qatar Airways,130,Friday,Yes
JFK,DEL,4,Clear,British Airways,50,Monday,Yes
JFK,HND,3,Rain,British Airways,20,Monday,Yes
LHR,SIN,1,Clear,Emirates,70,Saturday,Yes
LHR,SIN,12,Clear,Emirates,100,Monday,No
JFK,HND,1,Rain,British Airways,30,Monday,Yes
LHR,DEL,9,Storm,British Airways,70,Sunday,Yes
LHR,HND,19,Clear,British Airways,70,Tuesday,No
DOH,HND,15,Clear,Emirates,70,Saturday,No
DOH,SIN,14,Clear,Qatar Airways,40,Sunday,No
DXB,SIN,23,Clear,British Airways,90,Sunday,No
DXB,DEL,9,Clear,Air India,150,Tuesday,No
DXB,SIN,6,Rain,British Airways,70,Monday,Yes
JFK,HND,20,Clear,British Airways,50,Wednesday,No
LHR,DEL,17,Clear,Air India,30,Tuesday,Yes
JFK,SIN,14,Clear,Emirates,110,Thursday,No
DOH,HND,20,Storm,Qatar Airways,100,Thursday,Yes
LHR,HND,1,Storm,Air India,130,Thursday,Yes
JFK,CDG,9,Clear,British Airways,70,Friday,Yes
JFK,HND,23,Rain,British Airways,60,Tuesday,Yes
JFK,DEL,17,Rain,Qatar Airways,130,Sunday,Yes
JFK,SIN,3,Fog,British Airways,110,Friday,Yes
LHR,HND,23,Clear,Emirates,150,Saturday,No
DOH,SIN,5,Clear,British Airways,140,Thursday,Yes
LHR,CDG,6,Storm,Emirates,70,Sunday,Yes
DXB,HND,21,Clear,Qatar Airways,80,Saturday,No
DXB,CDG,11,Clear,Emirates,140,Saturday,No
JFK,CDG,8,Storm,Qatar Airways,40,Saturday,Yes
JFK,DEL,11,Fog,British Airways,120,Monday,Yes
DOH,DEL,21,Clear,British Airways,80,Thursday,No
JFK,CDG,17,Rain,Air India,30,Tuesday,Yes
DOH,HND,10,Clear,British Airways,140,Sunday,Yes
DXB,DEL,16,Rain,Qatar Airways,60,Tuesday,Yes
JFK,HND,7,Fog,British Airways,130,Monday,No
LHR,CDG,7,Clear,Emirates,120,Thursday,No
LHR,SIN,0,Rain,Air India,40,Sunday,Yes
JFK,HND,18,Clear,Emirates,50,Friday,No
DOH,DEL,14,Fog,Air India,60,Saturday,Yes
LHR,DEL,10,Clear,Emirates,110,Wednesday,No
DXB,HND,8,Storm,Qatar Airways,50,Monday,No
JFK,CDG,13,Clear,British Airways,30,Monday,No
DXB,CDG,4,Rain,Qatar Airways,30,Friday,Yes
DXB,CDG,8,Clear,Air India,120,Thursday,No
DXB,CDG,22,Clear,British Airways,120,Tuesday,No
DXB,DEL,8,Rain,Emirates,60,Tuesday,No
JFK,DEL,3,Clear,British Airways,70,Sunday,Yes
JFK,HND,4,Clear,Emirates,130,Thursday,Yes
JFK,HND,8,Fog,Air India,50,Thursday,Yes
JFK,DEL,17,Clear,Air India,50,Friday,Yes
LHR,HND,6,Fog,Emirates,130,Monday,No
DOH,SIN,15,Clear,Air India,110,Monday,Yes
LHR,DEL,22,Storm,Qatar Airways,100,Friday,Yes
DXB,SIN,7,Clear,British Airways,120,Friday,Yes
DOH,SIN,19,Clear,Qatar Airways,150,Tuesday,No
DOH,HND,9,Rain,Emirates,90,Wednesday,No
DOH,SIN,8,Fog,Emirates,50,Thursday,No
LHR,HND,21,Fog,British Airways,40,Friday,Yes
JFK,DEL,21,Clear,British Airways,130,Wednesday,No
DOH,CDG,1,Rain,Emirates,40,Tuesday,Yes
DXB,DEL,2,Clear,Emirates,120,Tuesday,Yes
DXB,DEL,0,Fog,Emirates,30,Sunday,Yes
DXB,SIN,8,Storm,Qatar Airways,90,Tuesday,No
DOH,HND,0,Clear,Air India,140,Wednesday,Yes
JFK,CDG,19,Clear,Emirates,90,Sunday,No
DOH,SIN,11,Fog,British Airways,150,Monday,Yes
DOH,HND,23,Clear,Qatar Airways,40,Monday,No
JFK,CDG,5,Clear,British Airways,40,Thursday,Yes
DXB,CDG,4,Clear,Air India,120,Friday,Yes
JFK,DEL,4,Clear,Air India,30,Friday,Yes
LHR,DEL,12,Clear,Air India,110,Tuesday,No
LHR,DEL,15,Fog,British Airways,80,Wednesday,Yes
LHR,DEL,11,Clear,Emirates,130,Wednesday,No
JFK,DEL,9,Clear,Air India,80,Friday,No
DXB,DEL,13,Fog,Emirates,70,Monday,Yes
DOH,CDG,21,Fog,Air India,70,Tuesday,Yes
JFK,HND,2,Storm,Air India,140,Tuesday,Yes
JFK,SIN,2,Clear,Qatar Airways,30,Saturday,Yes
JFK,DEL,15,Clear,Qatar Airways,130,Saturday,No
LHR,SIN,0,Clear,Emirates,130,Monday,Yes
JFK,CDG,7,Clear,Air India,80,Saturday,Yes
JFK,HND,12,Clear,Air India,30,Saturday,Yes
DOH,CDG,13,Fog,Qatar Airways,70,Tuesday,Yes
JFK,DEL,16,Fog,British Airways,150,Thursday,Yes
DXB,CDG,18,Clear,Air India,110,Thursday,Yes
DXB,SIN,11,Clear,Emirates,110,Monday,No
LHR,SIN,1,Clear,Air India,50,Thursday,Yes
JFK,CDG,16,Clear,British Airways,80,Saturday,No
JFK,CDG,1,Clear,Air India,150,Tuesday,Yes
LHR,DEL,3,Rain,Emirates,140,Tuesday,Yes
JFK,CDG,23,Rain,Emirates,50,Wednesday,Yes
DOH,SIN,17,Rain,Emirates,90,Monday,No
DXB,SIN,7,Storm,Emirates,90,Friday,Yes
JFK,CDG,16,Storm,Emirates,100,Saturday,Yes
JFK,HND,20,Fog,Emirates,60,Thursday,Yes
DXB,DEL,20,Fog,Air India,70,Tuesday,Yes
JFK,HND,14,Clear,Air India,20,Wednesday,Yes
DXB,HND,7,Clear,Air India,50,Sunday,No
JFK,CDG,9,Fog,Qatar Airways,140,Friday,Yes
LHR,DEL,9,Clear,Qatar Airways,60,Thursday,No
LHR,DEL,12,Clear,Emirates,40,Tuesday,No
LHR,HND,6,Rain,Emirates,120,Friday,Yes
DXB,HND,12,Clear,Emirates,140,Wednesday,No
JFK,HND,13,Clear,British Airways,100,Sunday,No
DOH,HND,22,Clear,Qatar Airways,50,Friday,No
JFK,CDG,7,Fog,Air India,110,Friday,Yes
LHR,CDG,15,Rain,Qatar Airways,110,Wednesday,Yes
DXB,DEL,5,Clear,British Airways,80,Tuesday,Yes
DOH,HND,1,Clear,Air India,30,Thursday,Yes
DXB,HND,15,Clear,Emirates,120,Friday,Yes
LHR,SIN,8,Fog,Emirates,30,Wednesday,Yes
